customerid,subscription_type,contract_length,usage_frequency,support_calls,payment_delay
41330,Standard,Quarterly,25,7,21
41331,Premium,Annual,8,2,26
41332,Basic,Annual,17,0,25
41333,Standard,Annual,15,0,16
41334,Premium,Monthly,24,6,16
41335,Premium,Annual,25,6,29
41336,Premium,Quarterly,27,2,10
41337,Basic,Quarterly,5,9,2
41338,Basic,Monthly,13,9,4
41339,Premium,Annual,25,0,19
41340,Premium,Quarterly,14,0,28
41341,Premium,Annual,1,10,2
41342,Basic,Quarterly,1,3,2
41343,Premium,Annual,6,10,12
41344,Premium,Quarterly,20,1,16
41345,Standard,Annual,26,5,24
41346,Basic,Monthly,18,10,29
41347,Standard,Annual,23,5,20
41348,Standard,Quarterly,7,2,23
41349,Premium,Quarterly,15,10,17
41350,Premium,Monthly,27,1,3
41351,Premium,Annual,26,5,21
41352,Basic,Monthly,27,0,25
41353,Standard,Monthly,22,9,17
41354,Basic,Annual,1,5,4
41355,Premium,Annual,1,5,16
41356,Standard,Quarterly,7,9,4
41357,Standard,Monthly,25,3,28
41358,Premium,Annual,7,8,9
41359,Premium,Quarterly,6,3,7
41360,Basic,Monthly,11,8,4
41361,Standard,Quarterly,4,0,12
41362,Premium,Monthly,21,10,22
41363,Standard,Annual,2,6,10
41364,Premium,Quarterly,27,3,12
41365,Basic,Annual,8,8,4
41366,Standard,Annual,3,8,20
41367,Premium,Annual,28,1,8
41368,Basic,Annual,15,2,30
41369,Standard,Quarterly,7,10,9
41370,Premium,Monthly,2,10,8
41371,Premium,Quarterly,8,1,3
41372,Basic,Quarterly,12,8,8
41373,Standard,Monthly,28,10,16
41374,Standard,Quarterly,3,4,5
41375,Standard,Monthly,18,8,4
41376,Standard,Monthly,21,2,24
41377,Premium,Quarterly,23,7,10
41378,Standard,Annual,6,10,27
41379,Basic,Monthly,2,4,9
41380,Premium,Annual,20,9,18
41381,Basic,Annual,15,7,5
41382,Premium,Quarterly,18,4,11
41383,Standard,Quarterly,26,5,8
41384,Standard,Monthly,20,7,20
41385,Premium,Monthly,25,0,19
41386,Basic,Annual,1,10,17
41387,Premium,Annual,24,4,27
41388,Standard,Annual,26,5,30
41389,Standard,Quarterly,13,0,8
41390,Premium,Quarterly,1,6,2
41391,Basic,Monthly,7,6,30
41392,Basic,Annual,15,4,18
41393,Premium,Quarterly,16,7,12
41394,Standard,Monthly,17,2,17
41395,Premium,Quarterly,13,9,25
41396,Premium,Annual,21,2,30
41397,Standard,Monthly,10,8,10
41398,Basic,Annual,27,4,27
41399,Premium,Monthly,11,9,29
41400,Premium,Monthly,12,8,3
41401,Basic,Monthly,21,0,14
41402,Standard,Monthly,6,7,9
41403,Standard,Quarterly,18,8,15
41404,Basic,Quarterly,2,1,25
41405,Basic,Monthly,2,7,30
41406,Premium,Annual,1,2,0
41407,Standard,Monthly,26,9,14
41408,Premium,Quarterly,7,0,10
41409,Standard,Monthly,14,10,24
41410,Standard,Annual,25,2,13
41411,Standard,Monthly,10,3,17
41412,Premium,Monthly,24,1,15
41413,Standard,Annual,21,4,10
41414,Standard,Monthly,12,9,11
41415,Premium,Annual,8,3,27
41416,Basic,Annual,9,7,24
41417,Basic,Quarterly,19,5,0
41418,Premium,Annual,23,1,2
41419,Standard,Annual,17,8,22
41420,Standard,Monthly,27,10,15
41421,Basic,Annual,23,10,29
41422,Standard,Annual,18,2,24
41423,Premium,Annual,22,3,29
41424,Standard,Annual,3,8,1
41425,Basic,Monthly,30,7,24
41426,Standard,Monthly,3,9,30
41427,Standard,Annual,12,2,5
41428,Basic,Quarterly,17,7,21
41429,Basic,Annual,2,1,15
41430,Basic,Annual,6,4,2
41431,Standard,Annual,16,10,3
41432,Premium,Annual,16,9,10
41433,Premium,Monthly,21,5,27
41434,Basic,Annual,3,6,19
41435,Standard,Quarterly,7,10,18
41436,Premium,Monthly,29,5,16
41437,Basic,Annual,10,10,14
41438,Basic,Quarterly,2,8,10
41439,Premium,Annual,15,4,21
41440,Basic,Quarterly,8,4,25
41441,Premium,Quarterly,2,0,0
41442,Basic,Quarterly,28,3,18
41443,Basic,Annual,14,9,0
41444,Premium,Monthly,28,0,2
41445,Standard,Quarterly,6,8,1
41446,Basic,Annual,6,2,8
41447,Standard,Monthly,12,3,14
41448,Premium,Monthly,10,9,6
41449,Premium,Annual,16,8,28
41450,Standard,Quarterly,22,9,30
41451,Basic,Monthly,2,1,28
41452,Premium,Annual,3,2,9
41453,Basic,Monthly,7,6,21
41454,Standard,Quarterly,24,0,28
41455,Premium,Quarterly,13,7,23
41456,Standard,Monthly,30,9,10
41457,Basic,Monthly,27,4,27
41458,Premium,Annual,26,2,21
41459,Basic,Monthly,1,10,30
41460,Standard,Annual,2,2,28
41461,Premium,Annual,13,3,21
41462,Premium,Monthly,7,4,11
41463,Standard,Quarterly,11,2,15
41464,Basic,Monthly,28,2,24
41465,Premium,Annual,18,4,5
41466,Premium,Monthly,12,5,15
41467,Premium,Monthly,27,10,2
41468,Basic,Monthly,7,10,22
41469,Basic,Monthly,14,6,0
41470,Basic,Annual,12,7,28
41471,Premium,Quarterly,29,2,1
41472,Premium,Monthly,4,1,13
41473,Standard,Quarterly,16,0,8
41474,Premium,Annual,13,6,2
41475,Basic,Annual,7,10,18
41476,Standard,Quarterly,19,2,24
41477,Premium,Quarterly,14,9,12
41478,Premium,Annual,15,5,19
41479,Standard,Quarterly,15,4,26
41480,Standard,Annual,22,2,24
41481,Standard,Monthly,7,4,12
41482,Standard,Quarterly,19,8,2
41483,Basic,Quarterly,13,8,24
41484,Premium,Monthly,16,4,0
41485,Premium,Quarterly,11,6,28
41486,Premium,Monthly,29,9,15
41487,Basic,Annual,25,6,9
41488,Standard,Annual,17,6,3
41489,Standard,Annual,5,7,11
41490,Basic,Annual,2,3,14
41491,Premium,Monthly,9,7,5
41492,Premium,Quarterly,23,6,0
41493,Premium,Annual,9,9,29
41494,Premium,Monthly,19,2,30
41495,Premium,Monthly,14,8,7
41496,Premium,Annual,26,0,8
41497,Premium,Quarterly,29,7,11
41498,Premium,Annual,30,0,15
41499,Standard,Monthly,24,0,13
41500,Premium,Annual,21,0,5
41501,Basic,Annual,21,9,21
41502,Standard,Monthly,16,9,13
41503,Premium,Quarterly,14,7,5
41504,Standard,Annual,5,8,21
41505,Basic,Quarterly,12,3,3
41506,Premium,Monthly,6,8,5
41507,Basic,Annual,1,3,14
41508,Standard,Quarterly,10,3,4
41509,Basic,Annual,11,6,27
41510,Standard,Monthly,10,8,12
41511,Basic,Quarterly,26,1,26
41512,Premium,Monthly,3,1,26
41513,Standard,Monthly,20,9,9
41514,Premium,Quarterly,17,1,29
41515,Standard,Quarterly,11,10,15
41516,Premium,Annual,6,6,9
41517,Basic,Monthly,8,9,6
41518,Basic,Annual,5,6,11
41519,Basic,Annual,4,10,12
41520,Basic,Annual,26,5,5
41521,Basic,Monthly,26,6,29
41522,Premium,Annual,12,0,5
41523,Premium,Monthly,29,10,23
41524,Basic,Annual,29,1,0
41525,Premium,Annual,21,3,0
41526,Standard,Quarterly,3,5,10
41527,Basic,Quarterly,8,0,26
41528,Premium,Monthly,30,3,11
41529,Basic,Annual,10,1,16
41530,Standard,Monthly,5,4,0
41531,Standard,Annual,28,10,13
41532,Basic,Annual,17,5,29
41533,Premium,Quarterly,16,9,7
41534,Standard,Monthly,23,0,5
41535,Standard,Annual,19,0,0
41536,Standard,Annual,15,5,13
41537,Basic,Quarterly,20,6,6
41538,Basic,Annual,17,9,22
41539,Basic,Annual,3,3,26
41540,Standard,Quarterly,21,10,5
41541,Premium,Quarterly,4,1,8
41542,Premium,Monthly,28,8,23
41543,Premium,Monthly,16,3,18
41544,Basic,Annual,9,8,1
41545,Premium,Annual,16,8,29
41546,Standard,Annual,12,10,4
41547,Basic,Annual,11,5,24
41548,Standard,Monthly,6,9,26
41549,Premium,Annual,12,0,5
41550,Basic,Annual,28,2,29
41551,Basic,Monthly,9,3,5
41552,Premium,Monthly,22,2,0
41553,Premium,Annual,27,3,17
41554,Standard,Quarterly,27,9,4
41555,Premium,Quarterly,19,4,0
41556,Standard,Quarterly,30,10,26
41557,Standard,Annual,17,2,26
41558,Premium,Monthly,21,7,21
41559,Basic,Annual,12,3,29
41560,Basic,Annual,20,2,16
41561,Basic,Annual,2,9,11
41562,Standard,Quarterly,7,0,13
41563,Premium,Annual,7,2,15
41564,Premium,Quarterly,22,1,29
41565,Standard,Monthly,30,0,23
41566,Premium,Monthly,4,7,8
41567,Basic,Quarterly,26,9,0
41568,Basic,Monthly,29,5,6
41569,Premium,Monthly,13,10,5
41570,Premium,Monthly,16,6,25
41571,Premium,Annual,4,10,23
41572,Standard,Annual,14,7,30
41573,Basic,Monthly,18,7,23
41574,Basic,Annual,23,5,15
41575,Basic,Annual,11,2,2
41576,Standard,Monthly,28,0,22
41577,Premium,Quarterly,18,0,19
41578,Premium,Monthly,16,9,0
41579,Standard,Quarterly,24,3,12
41580,Standard,Quarterly,3,3,21
41581,Premium,Annual,26,1,8
41582,Premium,Monthly,8,8,23
41583,Standard,Monthly,28,2,19
41584,Premium,Annual,14,7,27
41585,Standard,Quarterly,27,5,8
41586,Standard,Monthly,22,6,1
41587,Basic,Monthly,7,6,30
41588,Basic,Monthly,14,8,29
41589,Basic,Annual,10,4,6
41590,Standard,Quarterly,11,5,18
41591,Standard,Quarterly,14,5,14
41592,Basic,Quarterly,3,8,11
41593,Standard,Quarterly,14,3,29
41594,Basic,Quarterly,24,10,18
41595,Premium,Quarterly,21,5,21
41596,Basic,Annual,1,4,14
41597,Basic,Quarterly,2,8,13
41598,Standard,Monthly,4,0,2
41599,Premium,Quarterly,28,6,30
41600,Standard,Monthly,5,9,23
41601,Basic,Quarterly,21,7,25
41602,Standard,Annual,19,5,17
41603,Basic,Monthly,30,8,9
41604,Standard,Quarterly,5,3,22
41605,Premium,Quarterly,5,6,17
41606,Standard,Quarterly,26,2,9
41607,Standard,Quarterly,11,3,14
41608,Premium,Annual,21,1,22
41609,Premium,Quarterly,4,0,19
41610,Basic,Monthly,8,0,13
41611,Basic,Quarterly,10,9,4
41612,Premium,Monthly,3,10,3
41613,Standard,Quarterly,18,4,4
41614,Standard,Monthly,9,5,4
41615,Standard,Monthly,26,3,4
41616,Premium,Annual,14,5,18
41617,Standard,Monthly,9,7,27
41618,Basic,Monthly,12,5,5
41619,Standard,Quarterly,3,1,17
41620,Basic,Quarterly,28,8,12
41621,Basic,Quarterly,14,0,19
41622,Standard,Quarterly,18,3,16
41623,Premium,Quarterly,22,3,13
41624,Premium,Quarterly,7,3,5
41625,Basic,Annual,8,10,24
41626,Basic,Annual,21,3,10
41627,Basic,Annual,27,2,4
41628,Basic,Quarterly,2,0,17
41629,Standard,Monthly,25,6,12
41630,Basic,Quarterly,9,8,9
41631,Standard,Monthly,23,3,4
41632,Premium,Quarterly,16,6,9
41633,Standard,Monthly,27,4,7
41634,Standard,Quarterly,20,8,25
41635,Standard,Annual,17,6,30
41636,Basic,Annual,7,9,10
41637,Standard,Monthly,14,3,30
41638,Standard,Annual,2,4,23
41639,Standard,Monthly,12,1,24
41640,Standard,Annual,12,3,26
41641,Standard,Annual,18,6,23
41642,Basic,Annual,25,4,18
41643,Basic,Quarterly,30,7,9
41644,Standard,Annual,15,9,9
41645,Basic,Annual,7,5,24
41646,Standard,Annual,30,7,8
41647,Premium,Monthly,25,8,6
41648,Premium,Quarterly,21,8,22
41649,Basic,Monthly,5,3,23
41650,Standard,Monthly,16,3,25
41651,Standard,Annual,3,7,16
41652,Premium,Monthly,24,9,4
41653,Basic,Annual,3,10,20
41654,Basic,Monthly,27,7,7
41655,Premium,Annual,8,4,9
41656,Basic,Annual,2,7,26
41657,Basic,Quarterly,2,0,7
41658,Standard,Monthly,1,3,20
41659,Premium,Monthly,10,1,29
41660,Premium,Quarterly,15,8,23
41661,Standard,Annual,18,6,12
41662,Basic,Quarterly,29,10,2
41663,Basic,Monthly,12,5,8
41664,Premium,Quarterly,21,6,0
41665,Basic,Quarterly,23,2,11
41666,Premium,Annual,30,2,11
41667,Basic,Annual,9,6,2
41668,Basic,Annual,30,4,29
41669,Premium,Annual,23,8,1
41670,Standard,Monthly,27,2,27
41671,Standard,Quarterly,7,2,1
41672,Basic,Quarterly,4,2,29
41673,Basic,Quarterly,3,0,15
41674,Basic,Monthly,16,7,30
41675,Standard,Monthly,4,4,20
41676,Basic,Annual,9,6,3
41677,Premium,Quarterly,12,4,22
41678,Premium,Quarterly,9,10,1
41679,Standard,Monthly,8,5,5
41680,Premium,Quarterly,16,6,1
41681,Standard,Monthly,4,10,30
41682,Premium,Annual,6,0,0
41683,Standard,Quarterly,10,9,9
41684,Premium,Annual,7,9,1
41685,Standard,Annual,27,9,11
41686,Premium,Quarterly,22,3,8
41687,Premium,Quarterly,18,8,18
41688,Standard,Monthly,14,4,8
41689,Premium,Monthly,22,3,8
41690,Basic,Quarterly,22,7,20
41691,Basic,Monthly,3,1,13
41692,Standard,Annual,23,4,3
41693,Standard,Annual,27,9,30
41694,Premium,Quarterly,6,4,29
41695,Premium,Monthly,3,0,11
41696,Standard,Monthly,17,3,18
41697,Standard,Annual,25,10,8
41698,Premium,Quarterly,12,8,24
41699,Standard,Annual,16,10,9
41700,Standard,Annual,29,7,5
41701,Basic,Monthly,3,1,3
41702,Basic,Monthly,17,3,27
41703,Basic,Annual,4,4,23
41704,Premium,Monthly,25,10,15
41705,Basic,Quarterly,24,0,27
41706,Basic,Monthly,16,6,15
41707,Basic,Annual,20,1,1
41708,Standard,Quarterly,4,6,15
41709,Standard,Quarterly,6,5,9
41710,Standard,Quarterly,17,2,10
41711,Premium,Annual,23,8,27
41712,Premium,Monthly,11,8,10
41713,Standard,Quarterly,11,1,10
41714,Standard,Quarterly,24,9,9
41715,Standard,Annual,10,6,7
41716,Basic,Annual,21,7,3
41717,Standard,Monthly,8,2,9
41718,Premium,Monthly,25,2,28
41719,Basic,Quarterly,6,7,27
41720,Premium,Monthly,12,10,5
41721,Basic,Quarterly,18,0,0
41722,Standard,Quarterly,2,6,19
41723,Basic,Quarterly,13,7,2
41724,Standard,Monthly,7,3,14
41725,Standard,Annual,10,7,16
41726,Standard,Quarterly,23,4,30
41727,Basic,Monthly,5,6,12
41728,Basic,Quarterly,12,6,12
41729,Basic,Annual,22,8,10
41730,Premium,Quarterly,28,8,18
41731,Premium,Monthly,4,8,19
41732,Premium,Quarterly,13,3,14
41733,Basic,Monthly,28,4,2
41734,Premium,Quarterly,22,3,6
41735,Premium,Monthly,23,8,0
41736,Premium,Annual,28,4,24
41737,Standard,Quarterly,30,5,16
41738,Premium,Annual,21,10,1
41739,Premium,Annual,5,6,19
41740,Premium,Monthly,1,8,7
41741,Standard,Monthly,16,2,10
41742,Standard,Monthly,30,5,18
41743,Basic,Monthly,23,1,26
41744,Standard,Monthly,29,6,11
41745,Basic,Monthly,26,3,30
41746,Standard,Annual,30,6,20
41747,Basic,Monthly,27,2,0
41748,Premium,Monthly,27,7,6
41749,Standard,Quarterly,4,1,5
41750,Basic,Quarterly,26,6,3
41751,Basic,Annual,25,0,23
41752,Premium,Quarterly,3,7,11
41753,Premium,Quarterly,26,0,12
41754,Premium,Annual,27,5,10
41755,Premium,Monthly,27,0,9
41756,Standard,Monthly,28,4,2
41757,Standard,Annual,26,8,25
41758,Basic,Monthly,2,0,16
41759,Standard,Annual,30,10,27
41760,Premium,Quarterly,27,3,18
41761,Standard,Annual,22,10,5
41762,Standard,Monthly,13,8,1
41763,Standard,Quarterly,14,9,25
41764,Basic,Annual,30,9,21
41765,Basic,Quarterly,16,6,10
41766,Standard,Monthly,3,1,1
41767,Standard,Annual,26,5,25
41768,Basic,Quarterly,27,0,28
41769,Standard,Annual,12,0,19
41770,Basic,Monthly,12,5,3
41771,Basic,Quarterly,4,6,28
41772,Basic,Annual,7,7,30
41773,Basic,Annual,26,7,24
41774,Premium,Monthly,11,7,16
41775,Standard,Monthly,26,5,30
41776,Premium,Monthly,9,3,27
41777,Premium,Quarterly,23,10,9
41778,Basic,Monthly,27,6,13
41779,Standard,Quarterly,26,8,18
41780,Basic,Annual,27,10,12
41781,Basic,Annual,24,1,10
41782,Basic,Monthly,26,9,28
41783,Premium,Monthly,16,6,25
41784,Premium,Quarterly,21,8,25
41785,Basic,Annual,11,8,19
41786,Premium,Annual,9,9,9
41787,Premium,Quarterly,27,10,14
41788,Premium,Monthly,22,10,28
41789,Standard,Annual,20,8,16
41790,Premium,Quarterly,3,7,17
41791,Standard,Annual,1,4,23
41792,Premium,Quarterly,15,6,16
41793,Premium,Quarterly,5,9,27
41794,Standard,Quarterly,5,1,28
41795,Premium,Annual,28,9,27
41796,Premium,Quarterly,25,2,15
41797,Standard,Annual,15,3,6
41798,Premium,Monthly,29,3,10
41799,Basic,Quarterly,4,6,19
41800,Premium,Monthly,15,7,19
41801,Premium,Quarterly,3,9,10
41802,Premium,Annual,28,7,7
41803,Premium,Quarterly,24,0,9
41804,Basic,Annual,2,5,25
41805,Standard,Monthly,28,5,1
41806,Basic,Monthly,16,0,17
41807,Basic,Annual,7,9,9
41808,Premium,Monthly,9,0,13
41809,Standard,Monthly,4,5,4
41810,Standard,Annual,6,1,17
41811,Premium,Annual,24,10,17
41812,Standard,Annual,30,5,25
41813,Premium,Annual,30,0,4
41814,Basic,Annual,8,4,10
41815,Standard,Annual,3,1,14
41816,Standard,Annual,14,1,3
41817,Standard,Monthly,11,3,21
41818,Premium,Annual,11,7,18
41819,Standard,Annual,30,5,3
41820,Basic,Annual,14,0,7
41821,Premium,Monthly,8,3,20
41822,Premium,Quarterly,27,3,21
41823,Standard,Quarterly,11,8,19
41824,Standard,Monthly,17,7,7
41825,Basic,Monthly,18,5,21
41826,Premium,Monthly,28,5,14
41827,Premium,Annual,14,10,20
41828,Basic,Monthly,21,8,20
41829,Standard,Monthly,30,10,22
41830,Premium,Annual,27,10,10
41831,Basic,Monthly,4,7,4
41832,Premium,Quarterly,9,5,8
41833,Premium,Quarterly,21,4,7
41834,Basic,Quarterly,21,7,19
41835,Basic,Annual,3,4,6
41836,Basic,Monthly,26,0,6
41837,Basic,Annual,23,0,27
41838,Basic,Annual,11,9,15
41839,Premium,Annual,9,9,9
41840,Standard,Monthly,7,6,9
41841,Standard,Quarterly,7,5,30
41842,Basic,Monthly,14,1,29
41843,Premium,Monthly,4,0,5
41844,Premium,Monthly,21,3,9
41845,Basic,Quarterly,22,6,17
41846,Standard,Annual,23,9,27
41847,Basic,Monthly,26,10,14
41848,Basic,Monthly,30,2,0
41849,Premium,Annual,6,6,25
41850,Premium,Quarterly,27,6,11
41851,Premium,Annual,11,3,7
41852,Standard,Annual,11,2,25
41853,Basic,Monthly,1,10,3
41854,Standard,Monthly,12,8,28
41855,Premium,Monthly,28,6,5
41856,Premium,Monthly,22,6,4
41857,Basic,Quarterly,4,2,2
41858,Basic,Monthly,23,0,7
41859,Standard,Monthly,27,3,1
41860,Standard,Monthly,28,7,25
41861,Standard,Quarterly,27,0,21
41862,Premium,Monthly,30,5,30
41863,Standard,Annual,15,2,6
41864,Premium,Monthly,7,0,13
41865,Premium,Monthly,13,2,22
41866,Standard,Quarterly,26,6,23
41867,Premium,Annual,28,1,0
41868,Premium,Annual,15,4,1
41869,Premium,Quarterly,17,1,0
41870,Standard,Monthly,21,9,26
41871,Premium,Quarterly,28,5,13
41872,Standard,Quarterly,27,2,21
41873,Basic,Annual,12,7,20
41874,Basic,Annual,14,0,25
41875,Standard,Annual,9,4,28
41876,Basic,Quarterly,3,5,13
41877,Premium,Quarterly,5,10,0
41878,Standard,Quarterly,4,6,10
41879,Premium,Annual,21,1,26
41880,Standard,Quarterly,3,0,27
41881,Premium,Quarterly,9,2,12
41882,Basic,Annual,3,1,14
41883,Basic,Annual,25,8,17
41884,Premium,Monthly,18,3,23
41885,Premium,Annual,26,8,6
41886,Premium,Monthly,28,10,14
41887,Basic,Quarterly,26,0,11
41888,Standard,Annual,10,9,30
41889,Premium,Monthly,17,5,23
41890,Basic,Quarterly,7,8,13
41891,Basic,Annual,30,0,2
41892,Standard,Annual,1,10,10
41893,Standard,Quarterly,29,9,18
41894,Standard,Annual,28,10,4
41895,Basic,Monthly,25,7,25
41896,Premium,Annual,11,4,30
41897,Standard,Quarterly,19,2,24
41898,Premium,Monthly,23,6,2
41899,Basic,Monthly,11,1,12
41900,Standard,Monthly,26,1,21
41901,Standard,Annual,7,5,6
41902,Basic,Quarterly,21,10,22
41903,Premium,Quarterly,21,2,24
41904,Premium,Monthly,15,7,28
41905,Premium,Annual,22,5,1
41906,Premium,Quarterly,9,0,4
41907,Premium,Monthly,3,7,13
41908,Standard,Monthly,6,3,5
41909,Premium,Monthly,15,2,14
41910,Standard,Annual,19,8,20
41911,Basic,Annual,25,0,16
41912,Basic,Annual,25,6,8
41913,Standard,Annual,27,3,29
41914,Premium,Annual,15,2,21
41915,Premium,Annual,8,0,30
41916,Basic,Annual,26,4,21
41917,Basic,Quarterly,29,9,15
41918,Standard,Annual,5,6,30
41919,Standard,Annual,14,4,6
41920,Basic,Monthly,25,9,30
41921,Standard,Monthly,17,9,6
41922,Standard,Annual,18,6,22
41923,Standard,Monthly,9,2,14
41924,Basic,Annual,4,10,5
41925,Premium,Annual,21,2,29
41926,Premium,Monthly,8,5,1
41927,Basic,Quarterly,13,10,13
41928,Premium,Monthly,7,5,17
41929,Basic,Monthly,14,5,20
41930,Basic,Monthly,14,5,1
41931,Standard,Annual,6,8,27
41932,Premium,Quarterly,10,1,17
41933,Basic,Monthly,20,3,17
41934,Premium,Quarterly,10,7,24
41935,Basic,Annual,3,6,14
41936,Standard,Quarterly,11,7,22
41937,Basic,Monthly,19,8,30
41938,Premium,Monthly,16,4,24
41939,Basic,Quarterly,1,4,12
41940,Standard,Annual,1,8,16
41941,Basic,Annual,5,0,10
41942,Premium,Monthly,17,3,24
41943,Basic,Monthly,13,6,30
41944,Standard,Annual,14,6,0
41945,Basic,Annual,6,6,13
41946,Standard,Annual,13,0,4
41947,Basic,Monthly,14,6,1
41948,Premium,Quarterly,22,9,26
41949,Premium,Annual,9,3,5
41950,Basic,Quarterly,25,0,15
41951,Premium,Annual,21,0,5
41952,Standard,Monthly,7,5,9
41953,Standard,Monthly,6,2,1
41954,Standard,Annual,10,2,9
41955,Standard,Quarterly,19,5,14
41956,Premium,Monthly,1,2,17
41957,Standard,Annual,7,6,9
41958,Basic,Annual,14,5,11
41959,Standard,Monthly,5,1,25
41960,Standard,Quarterly,1,8,1
41961,Standard,Quarterly,17,6,23
41962,Basic,Monthly,10,10,9
41963,Standard,Quarterly,27,3,0
41964,Standard,Annual,28,1,5
41965,Premium,Quarterly,25,5,15
41966,Basic,Annual,15,2,16
41967,Basic,Annual,12,4,9
41968,Standard,Annual,13,0,29
41969,Basic,Annual,6,3,11
41970,Premium,Quarterly,8,7,10
41971,Basic,Quarterly,4,0,24
41972,Basic,Annual,9,10,0
41973,Premium,Monthly,8,7,21
41974,Basic,Annual,27,8,5
41975,Premium,Monthly,19,8,5
41976,Standard,Quarterly,19,5,14
41977,Basic,Annual,30,7,23
41978,Standard,Annual,9,3,27
41979,Premium,Annual,20,7,10
41980,Premium,Monthly,7,10,23
41981,Basic,Monthly,15,10,22
41982,Basic,Annual,20,8,27
41983,Standard,Quarterly,16,0,7
41984,Standard,Monthly,26,2,30
41985,Standard,Annual,30,8,13
41986,Standard,Annual,15,8,30
41987,Basic,Monthly,11,3,29
41988,Standard,Monthly,27,6,29
41989,Premium,Quarterly,19,5,8
41990,Premium,Monthly,20,1,23
41991,Premium,Quarterly,2,10,30
41992,Standard,Quarterly,13,9,9
41993,Basic,Annual,1,10,14
41994,Basic,Annual,21,9,17
41995,Basic,Monthly,8,9,6
41996,Standard,Annual,13,6,25
41997,Premium,Monthly,25,3,2
41998,Basic,Monthly,18,8,27
41999,Premium,Annual,22,5,11
42000,Standard,Quarterly,4,1,25
42001,Premium,Quarterly,28,2,1
42002,Premium,Annual,23,1,17
42003,Premium,Annual,10,8,20
42004,Basic,Annual,6,7,28
42005,Basic,Monthly,22,5,14
42006,Premium,Quarterly,19,7,12
42007,Premium,Annual,25,7,13
42008,Premium,Annual,6,9,23
42009,Premium,Quarterly,30,6,18
42010,Basic,Annual,27,8,9
42011,Premium,Monthly,22,2,25
42012,Basic,Monthly,25,10,17
42013,Standard,Quarterly,25,5,24
42014,Basic,Quarterly,10,9,5
42015,Basic,Annual,9,4,15
42016,Standard,Monthly,12,2,23
42017,Basic,Annual,14,3,10
42018,Standard,Monthly,13,2,27
42019,Basic,Annual,23,1,13
42020,Basic,Quarterly,21,3,27
42021,Standard,Quarterly,9,5,2
42022,Standard,Quarterly,2,9,28
42023,Standard,Annual,26,6,21
42024,Standard,Annual,19,3,13
42025,Premium,Monthly,24,0,13
42026,Premium,Quarterly,19,5,8
42027,Basic,Quarterly,14,2,8
42028,Standard,Annual,4,0,15
42029,Basic,Monthly,23,7,14
42030,Standard,Annual,30,5,12
42031,Premium,Annual,13,0,19
42032,Standard,Monthly,9,4,1
42033,Premium,Quarterly,25,1,7
42034,Premium,Quarterly,5,6,12
42035,Premium,Quarterly,30,0,29
42036,Premium,Quarterly,16,3,4
42037,Standard,Monthly,4,7,30
42038,Standard,Annual,12,7,9
42039,Basic,Monthly,13,9,30
42040,Basic,Annual,6,5,16
42041,Standard,Quarterly,2,9,0
42042,Premium,Quarterly,2,9,27
42043,Premium,Monthly,24,3,10
42044,Standard,Annual,17,8,14
42045,Basic,Quarterly,24,5,25
42046,Basic,Annual,3,10,18
42047,Premium,Monthly,14,4,20
42048,Basic,Quarterly,3,7,2
42049,Standard,Monthly,2,4,12
42050,Basic,Quarterly,28,3,1
42051,Premium,Quarterly,29,10,14
42052,Standard,Monthly,13,0,5
42053,Basic,Quarterly,16,7,6
42054,Standard,Annual,13,0,9
42055,Standard,Annual,21,2,0
42056,Basic,Monthly,3,0,4
42057,Standard,Monthly,2,9,21
42058,Premium,Annual,3,2,27
42059,Premium,Quarterly,19,6,11
42060,Standard,Quarterly,4,10,14
42061,Standard,Monthly,24,9,2
42062,Premium,Annual,22,8,26
42063,Standard,Quarterly,4,4,22
42064,Standard,Quarterly,19,4,29
42065,Standard,Monthly,25,6,22
42066,Standard,Annual,11,6,14
42067,Basic,Monthly,16,4,28
42068,Basic,Monthly,23,3,10
42069,Premium,Monthly,25,4,11
42070,Basic,Monthly,28,5,9
42071,Basic,Annual,6,6,17
42072,Standard,Quarterly,14,4,12
42073,Standard,Monthly,5,0,2
42074,Premium,Monthly,10,6,12
42075,Standard,Quarterly,11,4,27
42076,Premium,Monthly,23,0,7
42077,Standard,Monthly,24,0,28
42078,Standard,Monthly,26,8,12
42079,Basic,Quarterly,29,10,14
42080,Basic,Quarterly,2,4,13
42081,Premium,Quarterly,20,9,22
42082,Premium,Annual,21,2,12
42083,Basic,Annual,26,1,19
42084,Standard,Quarterly,23,6,5
42085,Basic,Annual,9,7,27
42086,Premium,Quarterly,14,9,13
42087,Basic,Annual,18,1,29
42088,Basic,Monthly,20,5,8
42089,Standard,Monthly,17,3,14
42090,Standard,Monthly,23,10,17
42091,Premium,Quarterly,7,9,11
42092,Premium,Annual,25,2,16
42093,Basic,Monthly,11,7,21
42094,Premium,Annual,15,7,6
42095,Basic,Annual,26,6,27
42096,Premium,Quarterly,16,0,26
42097,Standard,Quarterly,3,4,2
42098,Premium,Annual,24,6,27
42099,Premium,Annual,1,5,20
42100,Basic,Monthly,26,2,29
42101,Standard,Annual,1,1,30
42102,Standard,Monthly,6,0,20
42103,Premium,Monthly,26,10,12
42104,Basic,Annual,13,0,15
42105,Premium,Monthly,7,7,11
42106,Basic,Monthly,2,3,23
42107,Standard,Quarterly,16,8,19
