customerid,tenure,total_spend,last_interaction
38363,15,139,2
38364,29,150,21
38365,20,876,16
38366,24,685,17
38367,7,774,30
38368,4,984,25
38369,23,268,29
38370,59,616,2
38371,60,962,4
38372,34,331,15
38373,48,917,25
38374,46,860,20
38375,3,806,28
38376,35,745,25
38377,4,208,22
38378,7,776,6
38379,56,403,13
38380,47,948,24
38381,3,701,15
38382,36,970,2
38383,32,296,29
38384,51,734,21
38385,42,803,12
38386,1,992,13
38387,14,148,29
38388,44,269,10
38389,29,651,14
38390,3,408,5
38391,50,801,21
38392,37,880,18
38393,50,285,21
38394,9,539,8
38395,13,172,30
38396,26,672,30
38397,11,673,13
38398,33,599,19
38399,44,620,19
38400,54,906,21
38401,35,511,7
38402,35,702,8
38403,59,355,20
38404,7,166,19
38405,48,211,20
38406,38,181,18
38407,5,659,21
38408,53,986,29
38409,8,347,25
38410,46,540,14
38411,24,333,3
38412,20,630,16
38413,36,510,15
38414,12,735,11
38415,54,257,11
38416,36,799,26
38417,8,615,23
38418,56,846,5
38419,2,999,5
38420,32,434,18
38421,39,438,2
38422,50,323,7
38423,5,348,28
38424,53,259,3
38425,49,521,26
38426,26,629,19
38427,47,385,15
38428,48,173,19
38429,18,462,4
38430,20,757,9
38431,8,702,27
38432,46,484,23
38433,39,849,21
38434,48,772,15
38435,5,853,3
38436,27,259,1
38437,42,387,2
38438,23,490,7
38439,7,758,11
38440,38,939,30
38441,4,110,12
38442,26,307,23
38443,26,665,6
38444,47,151,12
38445,14,985,4
38446,5,760,30
38447,54,705,10
38448,21,284,10
38449,16,673,26
38450,50,972,11
38451,35,499,15
38452,21,638,12
38453,45,702,27
38454,24,670,27
38455,37,232,20
38456,29,772,30
38457,45,178,11
38458,54,883,16
38459,7,251,2
38460,35,279,13
38461,40,746,5
38462,60,263,12
38463,23,333,10
38464,18,943,3
38465,7,148,30
38466,53,307,1
38467,41,962,12
38468,14,781,4
38469,12,899,11
38470,6,585,21
38471,2,984,6
38472,7,983,12
38473,18,275,10
38474,4,883,5
38475,15,626,11
38476,27,710,30
38477,29,337,21
38478,41,446,12
38479,1,391,23
38480,20,957,18
38481,33,771,4
38482,49,437,16
38483,33,750,1
38484,31,197,8
38485,58,751,4
38486,25,562,20
38487,45,951,5
38488,36,206,2
38489,44,805,3
38490,13,688,12
38491,14,229,14
38492,56,157,29
38493,22,709,5
38494,15,657,4
38495,31,375,18
38496,2,510,4
38497,54,867,12
38498,13,500,19
38499,35,519,18
38500,9,392,13
38501,14,249,10
38502,28,465,23
38503,33,323,16
38504,29,810,5
38505,21,663,20
38506,5,471,8
38507,8,372,7
38508,34,438,2
38509,52,170,5
38510,46,898,8
38511,31,217,12
38512,56,663,14
38513,52,938,19
38514,59,619,26
38515,10,994,27
38516,45,260,1
38517,38,388,30
38518,22,665,25
38519,16,685,6
38520,4,731,25
38521,40,235,7
38522,29,289,26
38523,18,941,1
38524,5,920,18
38525,49,881,21
38526,46,632,7
38527,42,172,5
38528,58,811,11
38529,39,423,6
38530,60,575,14
38531,7,225,5
38532,39,945,21
38533,36,590,1
38534,46,184,8
38535,29,125,6
38536,20,546,10
38537,12,490,16
38538,3,324,28
38539,8,662,25
38540,38,736,30
38541,19,695,19
38542,52,427,21
38543,33,361,17
38544,57,720,25
38545,50,878,7
38546,50,146,16
38547,16,145,18
38548,50,467,25
38549,18,228,8
38550,32,631,9
38551,46,584,3
38552,45,237,11
38553,30,669,2
38554,6,786,8
38555,35,266,1
38556,36,898,20
38557,59,794,24
38558,1,491,10
38559,15,105,10
38560,44,578,4
38561,47,523,24
38562,11,703,29
38563,25,264,2
38564,14,689,2
38565,33,472,9
38566,26,533,11
38567,19,485,4
38568,42,597,28
38569,32,428,24
38570,44,400,10
38571,41,239,9
38572,6,117,19
38573,17,450,2
38574,2,789,15
38575,45,914,3
38576,34,418,5
38577,54,307,21
38578,16,152,29
38579,57,482,16
38580,60,431,26
38581,43,667,14
38582,8,837,6
38583,57,405,20
38584,36,633,26
38585,59,693,24
38586,8,515,28
38587,25,825,6
38588,7,354,20
38589,44,207,3
38590,2,999,14
38591,21,168,11
38592,14,837,16
38593,23,230,3
38594,9,156,20
38595,29,507,28
38596,60,755,25
38597,36,554,28
38598,25,903,13
38599,20,326,10
38600,21,419,23
38601,50,240,21
38602,4,458,21
38603,19,540,9
38604,43,357,22
38605,41,116,25
38606,10,516,7
38607,47,569,22
38608,8,142,6
38609,35,163,7
38610,10,662,2
38611,28,449,28
38612,31,200,1
38613,42,805,23
38614,31,191,14
38615,24,603,22
38616,59,991,10
38617,60,534,24
38618,10,266,18
38619,48,859,22
38620,33,798,10
38621,52,634,1
38622,50,515,5
38623,35,782,18
38624,18,833,21
38625,58,328,29
38626,46,543,9
38627,47,333,3
38628,2,550,22
38629,50,784,1
38630,30,884,24
38631,20,841,9
38632,37,742,30
38633,21,337,22
38634,36,168,18
38635,25,107,1
38636,10,448,16
38637,15,538,28
38638,44,800,2
38639,29,931,23
38640,7,435,15
38641,58,393,28
38642,27,381,3
38643,33,908,12
38644,12,729,3
38645,55,681,6
38646,41,730,16
38647,16,506,4
38648,30,321,12
38649,55,963,22
38650,33,562,21
38651,52,935,30
38652,26,515,10
38653,29,376,7
38654,25,268,15
38655,31,689,27
38656,29,776,22
38657,6,119,9
38658,57,682,3
38659,40,727,27
38660,23,203,21
38661,47,495,19
38662,13,333,26
38663,57,967,5
38664,46,628,1
38665,25,102,4
38666,16,311,24
38667,29,948,28
38668,15,542,23
38669,12,751,3
38670,48,302,30
38671,13,451,25
38672,56,993,27
38673,27,802,14
38674,53,317,19
38675,3,674,21
38676,20,538,5
38677,56,776,3
38678,20,990,10
38679,6,120,13
38680,5,456,27
38681,23,639,6
38682,48,360,20
38683,5,145,10
38684,20,107,1
38685,18,904,4
38686,59,675,2
38687,44,779,5
38688,14,123,9
38689,57,492,7
38690,27,537,5
38691,49,549,13
38692,39,138,20
38693,47,240,24
38694,30,254,26
38695,15,426,26
38696,54,820,8
38697,32,277,30
38698,26,999,7
38699,60,591,27
38700,13,981,4
38701,40,968,16
38702,44,697,3
38703,46,997,20
38704,46,723,23
38705,56,225,11
38706,46,911,6
38707,57,612,12
38708,25,704,8
38709,58,943,20
38710,53,868,12
38711,27,415,15
38712,17,582,13
38713,3,655,22
38714,2,653,29
38715,59,226,13
38716,57,559,11
38717,11,800,27
38718,16,252,7
38719,30,529,4
38720,53,853,26
38721,9,730,7
38722,22,488,6
38723,1,576,1
38724,7,682,18
38725,60,432,2
38726,1,906,10
38727,3,863,2
38728,34,321,13
38729,37,822,8
38730,34,303,26
38731,24,173,21
38732,21,724,24
38733,60,949,9
38734,2,832,15
38735,33,401,1
38736,59,948,5
38737,17,107,6
38738,23,230,5
38739,7,819,3
38740,28,781,13
38741,15,433,25
38742,47,595,17
38743,9,245,16
38744,27,867,29
38745,19,368,19
38746,13,263,6
38747,46,991,4
38748,57,446,14
38749,7,424,24
38750,53,115,17
38751,52,412,15
38752,8,517,18
38753,56,354,5
38754,6,725,24
38755,26,409,23
38756,51,959,25
38757,12,984,30
38758,27,279,11
38759,55,338,13
38760,36,373,12
38761,5,873,18
38762,21,549,6
38763,25,947,16
38764,58,871,2
38765,48,251,24
38766,37,452,5
38767,42,217,17
38768,8,364,11
38769,3,773,21
38770,2,675,23
38771,55,458,21
38772,28,452,18
38773,10,704,2
38774,42,259,25
38775,54,714,6
38776,53,126,25
38777,33,993,10
38778,50,312,15
38779,27,197,3
38780,40,362,11
38781,42,253,15
38782,15,937,27
38783,53,764,22
38784,20,177,4
38785,27,876,9
38786,35,504,29
38787,30,615,21
38788,29,654,6
38789,27,300,22
38790,14,314,15
38791,20,249,12
38792,12,823,13
38793,51,277,8
38794,44,506,25
38795,38,126,4
38796,12,316,3
38797,60,208,20
38798,25,602,14
38799,58,492,21
38800,15,755,28
38801,35,487,20
38802,9,464,28
38803,9,902,16
38804,50,156,15
38805,48,916,1
38806,11,701,30
38807,58,149,1
38808,24,465,12
38809,13,835,17
38810,28,119,18
38811,58,296,12
38812,40,234,7
38813,9,135,1
38814,49,882,17
38815,57,343,27
38816,32,998,22
38817,18,662,20
38818,12,378,14
38819,12,259,11
38820,35,349,13
38821,17,763,1
38822,30,324,23
38823,49,804,30
38824,43,982,22
38825,25,944,17
38826,60,460,21
38827,36,250,4
38828,43,400,26
38829,4,141,6
38830,3,265,23
38831,48,790,7
38832,37,148,26
38833,51,556,2
38834,45,475,28
38835,57,230,15
38836,13,903,30
38837,45,292,7
38838,44,503,4
38839,17,876,12
38840,26,457,3
38841,43,290,9
38842,6,125,21
38843,34,239,8
38844,32,246,4
38845,12,661,20
38846,24,180,21
38847,57,608,10
38848,59,241,20
38849,59,705,17
38850,31,915,23
38851,34,262,5
38852,9,399,14
38853,5,753,16
38854,51,952,5
38855,33,601,1
38856,18,503,18
38857,24,996,12
38858,19,369,11
38859,1,343,24
38860,46,684,7
38861,15,689,2
38862,11,118,12
38863,44,357,1
38864,55,676,3
38865,33,187,26
38866,32,878,5
38867,31,656,26
38868,28,915,21
38869,41,172,16
38870,1,887,9
38871,40,946,4
38872,55,403,23
38873,50,287,19
38874,33,893,1
38875,42,839,13
38876,20,296,17
38877,41,425,1
38878,37,405,24
38879,10,364,13
38880,16,627,16
38881,50,329,8
38882,8,732,29
38883,46,109,14
38884,12,380,27
38885,27,484,20
38886,11,462,12
38887,3,103,11
38888,38,851,11
38889,34,843,18
38890,27,409,7
38891,47,414,6
38892,4,919,3
38893,55,804,12
38894,49,837,18
38895,43,101,10
38896,20,216,17
38897,7,708,7
38898,6,272,19
38899,57,598,1
38900,31,108,10
38901,35,340,26
38902,52,494,17
38903,37,107,25
38904,47,838,9
38905,44,632,19
38906,54,705,30
38907,13,346,6
38908,17,292,13
38909,26,225,2
38910,32,677,21
38911,21,598,2
38912,3,802,2
38913,9,705,11
38914,43,317,1
38915,50,694,12
38916,25,696,16
38917,48,128,13
38918,34,242,30
38919,24,317,1
38920,9,140,13
38921,20,823,9
38922,22,610,26
38923,53,755,1
38924,59,943,8
38925,23,806,14
38926,48,972,27
38927,59,448,22
38928,39,753,7
38929,15,731,8
38930,12,964,10
38931,33,234,10
38932,28,299,26
38933,41,516,2
38934,26,652,13
38935,22,216,27
38936,3,707,11
38937,13,905,16
38938,12,348,4
38939,54,665,3
38940,24,482,24
38941,41,680,30
38942,29,542,5
38943,14,582,2
38944,44,774,29
38945,26,206,5
38946,41,631,7
38947,22,710,25
38948,25,332,7
38949,58,734,17
38950,37,343,28
38951,44,745,28
38952,6,106,6
38953,9,353,6
38954,4,523,7
38955,3,712,16
38956,26,844,5
38957,60,484,6
38958,52,442,6
38959,37,482,13
38960,5,534,27
38961,46,530,2
38962,22,741,26
38963,15,400,28
38964,12,563,22
38965,46,870,29
38966,36,544,19
38967,27,337,29
38968,25,748,7
38969,17,241,5
38970,34,729,4
38971,19,502,4
38972,59,712,27
38973,12,795,7
38974,11,468,21
38975,42,186,3
38976,27,657,22
38977,49,320,20
38978,12,208,2
38979,42,184,20
38980,4,303,26
38981,12,432,4
38982,47,775,27
38983,24,737,22
38984,17,665,15
38985,12,857,10
38986,49,127,27
38987,49,994,10
38988,14,235,21
38989,2,172,26
38990,6,716,23
38991,11,899,3
38992,50,525,18
38993,31,849,26
38994,54,146,1
38995,60,148,12
38996,22,709,13
38997,23,168,21
38998,12,264,13
38999,31,354,27
39000,32,413,28
39001,4,177,29
39002,25,647,7
39003,48,357,24
39004,12,300,1
39005,4,535,21
39006,12,899,15
39007,49,183,17
39008,44,896,17
39009,5,243,29
39010,52,104,11
39011,34,234,13
39012,59,849,9
39013,33,964,20
39014,3,590,7
39015,2,271,23
39016,37,513,12
39017,15,586,30
39018,60,801,17
39019,14,895,11
39020,37,931,29
39021,45,364,18
39022,22,782,13
39023,18,849,5
39024,47,619,27
39025,19,685,30
39026,37,414,21
39027,44,991,10
39028,21,947,16
39029,23,239,19
39030,6,181,28
39031,35,888,18
39032,24,974,12
39033,41,390,10
39034,49,467,24
39035,1,962,30
39036,57,274,10
39037,31,526,8
39038,1,909,16
39039,31,160,9
39040,60,166,17
39041,56,912,17
39042,17,546,2
39043,17,915,14
39044,2,971,10
39045,19,652,11
39046,58,281,19
39047,60,229,8
39048,19,681,28
39049,15,835,10
39050,1,988,7
39051,16,249,8
39052,11,270,18
39053,42,193,27
39054,25,155,19
39055,9,321,15
39056,34,495,1
39057,23,251,14
39058,43,475,20
39059,6,490,15
39060,25,288,15
39061,14,612,6
39062,13,846,17
39063,22,653,17
39064,18,962,14
39065,47,632,28
39066,29,484,16
39067,33,284,28
39068,18,700,7
39069,39,702,6
39070,30,946,17
39071,44,846,12
39072,13,546,12
39073,7,112,22
39074,30,607,1
39075,51,264,23
39076,57,644,5
39077,60,665,2
39078,60,204,12
39079,8,630,10
39080,17,840,1
39081,6,848,12
39082,30,551,12
39083,29,982,20
39084,53,721,6
39085,29,775,26
39086,3,964,24
39087,16,253,21
39088,25,797,21
39089,43,186,13
39090,24,230,1
39091,5,149,26
39092,46,909,7
39093,2,511,30
39094,48,881,12
39095,45,282,4
39096,16,235,16
39097,54,806,23
39098,30,294,22
39099,42,626,24
39100,32,923,22
39101,38,478,10
39102,21,290,7
39103,2,558,25
39104,42,298,16
39105,13,151,18
39106,43,557,3
39107,55,203,10
39108,12,152,21
39109,41,693,9
39110,23,448,20
39111,35,332,23
39112,36,407,25
39113,40,195,26
39114,47,804,18
39115,29,437,3
39116,24,208,20
39117,2,261,23
39118,50,152,19
39119,49,400,16
39120,1,663,17
39121,30,650,14
39122,47,669,23
39123,59,440,13
39124,54,584,8
39125,28,478,1
39126,27,390,27
39127,31,270,5
39128,32,335,11
39129,36,477,15
39130,43,508,28
39131,45,192,22
39132,34,456,12
39133,51,445,14
39134,1,924,9
39135,56,761,28
39136,14,719,6
39137,28,141,28
39138,42,321,3
39139,10,445,1
39140,19,132,3
39141,18,136,22
39142,30,198,4
39143,18,572,24
39144,50,856,14
39145,53,435,4
39146,28,528,7
39147,16,229,22
39148,27,840,22
39149,53,997,19
39150,45,109,21
39151,51,914,24
39152,12,672,25
39153,38,322,25
39154,12,984,7
39155,52,216,25
39156,57,725,6
39157,42,827,30
39158,39,912,18
39159,53,531,5
39160,48,657,20
39161,2,250,23
39162,33,985,14
39163,13,668,2
39164,29,683,10
39165,50,850,13
39166,33,553,13
39167,53,979,15
39168,6,922,23
39169,26,861,22
39170,53,588,9
39171,25,388,27
39172,59,450,22
39173,39,248,28
39174,22,127,22
39175,19,741,14
39176,33,202,17
39177,18,887,27
39178,49,283,13
39179,44,978,10
39180,16,635,22
39181,53,861,20
39182,1,272,25
39183,16,925,24
39184,47,193,26
39185,41,912,26
39186,17,499,13
39187,1,791,12
39188,55,472,27
39189,10,923,19
39190,46,514,24
39191,19,303,10
39192,27,292,9
39193,51,189,22
39194,33,441,20
39195,34,250,18
39196,56,871,25
39197,16,621,22
39198,4,447,15
39199,31,575,15
39200,47,123,29
39201,45,950,25
39202,39,399,12
39203,8,242,15
39204,13,984,28
39205,44,874,15
39206,54,771,16
39207,32,962,27
39208,27,683,23
39209,10,449,26
39210,31,658,6
39211,3,121,28
39212,9,456,23
39213,12,126,1
39214,8,467,6
39215,20,318,11
39216,19,406,27
39217,18,448,15
39218,45,899,9
39219,12,784,28
39220,23,535,9
39221,57,862,3
39222,45,732,3
39223,16,122,10
39224,5,874,6
39225,54,591,16
39226,5,603,5
39227,22,946,7
39228,35,819,25
39229,56,443,22
39230,40,320,10
39231,9,732,16
39232,35,725,11
39233,42,995,23
39234,50,598,1
39235,54,955,26
39236,21,259,6
39237,47,839,13
39238,13,623,27
39239,57,905,29
39240,2,983,4
39241,29,258,20
39242,12,124,26
39243,56,316,3
39244,54,212,9
39245,48,701,4
39246,35,833,9
39247,12,881,19
39248,12,922,7
39249,29,423,2
39250,14,718,12
39251,11,314,19
39252,42,832,11
39253,21,488,25
39254,26,740,15
39255,57,673,14
39256,51,166,7
39257,4,570,24
39258,22,704,12
39259,23,572,17
39260,7,990,14
39261,36,425,25
39262,12,731,19
39263,35,264,9
39264,30,807,19
39265,60,928,29
39266,28,734,20
39267,9,139,28
39268,54,926,30
39269,2,430,7
39270,54,116,18
39271,5,497,14
39272,37,222,16
39273,14,354,18
39274,26,442,25
39275,19,242,24
39276,30,822,13
39277,56,397,23
39278,32,938,27
39279,27,834,7
39280,7,742,3
39281,30,851,29
39282,44,691,23
39283,25,872,18
39284,40,756,14
39285,45,983,22
39286,33,220,20
39287,30,806,15
39288,5,106,29
39289,47,969,20
39290,5,889,8
39291,29,773,17
39292,34,309,13
39293,42,413,14
39294,22,776,7
39295,56,709,30
39296,50,779,27
39297,18,668,22
39298,16,161,19
39299,23,666,6
39300,56,759,10
39301,27,512,27
39302,17,399,21
39303,15,523,5
39304,15,356,21
39305,40,540,23
39306,48,370,30
39307,14,973,26
39308,38,332,14
39309,40,749,19
39310,40,546,10
39311,36,707,22
39312,47,219,12
39313,56,707,14
39314,11,527,1
39315,13,182,25
39316,18,632,3
39317,4,861,15
39318,40,978,1
39319,35,638,1
39320,14,492,18
39321,39,651,24
39322,26,856,17
39323,28,472,15
39324,47,401,28
39325,42,334,21
39326,34,974,9
39327,24,924,1
39328,43,829,5
39329,31,563,25
39330,30,802,8
39331,11,505,20
39332,8,536,16
39333,15,433,29
39334,19,131,25
39335,41,496,27
39336,25,285,23
39337,37,956,3
39338,41,822,18
39339,1,282,18
39340,48,274,20
39341,1,172,2
39342,6,580,14
39343,53,318,15
39344,8,653,14
39345,24,426,18
39346,4,317,2
39347,36,554,8
39348,38,327,16
39349,43,393,3
39350,26,981,24
39351,15,961,5
39352,9,395,7
39353,29,972,3
39354,52,893,1
39355,52,900,19
39356,34,998,16
39357,19,694,15
39358,16,807,1
39359,33,725,21
39360,44,593,29
39361,12,442,26
39362,44,373,10
39363,24,112,30
39364,34,749,8
39365,59,460,18
39366,34,547,21
39367,49,471,15
39368,7,446,20
39369,23,521,27
39370,31,707,5
39371,36,566,13
39372,4,706,1
39373,27,828,20
39374,27,554,3
39375,43,800,10
39376,50,232,1
39377,46,190,10
39378,30,797,2
39379,16,567,24
39380,58,465,13
39381,8,442,8
39382,57,411,25
39383,8,358,7
39384,30,644,10
39385,18,456,19
39386,18,504,9
39387,52,591,23
39388,4,226,23
39389,40,108,2
39390,56,710,16
39391,17,582,18
39392,5,195,29
39393,51,704,27
39394,22,444,2
39395,48,981,17
39396,17,858,22
39397,22,118,3
39398,8,118,5
39399,37,415,5
39400,39,335,25
39401,21,233,22
39402,54,454,3
39403,32,999,4
39404,23,829,8
39405,32,994,9
39406,21,439,18
39407,56,150,20
39408,19,983,24
39409,43,755,12
39410,17,501,8
39411,26,465,2
39412,19,517,20
39413,45,733,9
39414,25,541,9
39415,18,331,2
39416,25,328,28
39417,26,393,3
39418,14,414,20
39419,2,355,7
39420,27,810,15
39421,59,457,7
39422,24,483,26
39423,3,600,25
39424,43,971,23
39425,12,861,13
39426,20,422,15
39427,39,760,12
39428,32,409,5
39429,32,814,8
39430,55,541,2
39431,50,709,4
39432,53,393,21
39433,53,880,3
39434,30,427,11
39435,59,767,25
39436,37,872,23
39437,40,515,29
39438,37,561,16
39439,50,623,15
39440,44,208,5
39441,53,493,23
39442,58,899,19
39443,33,302,14
39444,58,194,1
39445,48,893,6
39446,48,694,2
39447,2,996,16
39448,50,260,17
39449,44,752,27
39450,4,226,20
39451,20,152,21
39452,16,504,15
39453,41,962,11
39454,51,709,16
39455,40,344,4
39456,32,519,13
39457,47,745,28
39458,34,284,19
39459,36,480,15
39460,55,522,15
39461,30,852,11
39462,23,826,12
39463,44,393,7
39464,60,899,20
39465,8,520,24
39466,17,325,10
39467,35,996,4
39468,53,523,14
39469,43,595,23
39470,44,457,3
39471,36,687,23
39472,5,688,11
39473,9,451,22
39474,43,450,10
39475,1,327,1
39476,46,923,17
39477,36,233,20
39478,18,484,17
39479,2,423,28
39480,15,946,6
39481,17,603,26
39482,1,515,6
39483,25,928,24
39484,20,104,18
39485,25,586,2
39486,50,131,21
39487,31,863,16
39488,35,178,24
39489,4,757,14
39490,55,566,20
39491,50,959,18
39492,11,843,3
39493,15,788,19
39494,2,327,9
39495,55,194,23
39496,28,933,14
39497,59,331,1
39498,54,829,22
39499,27,283,6
39500,35,173,19
39501,49,970,26
39502,13,412,28
39503,14,322,5
39504,2,871,10
39505,40,550,17
39506,29,170,19
39507,31,292,21
39508,7,430,23
39509,12,891,6
39510,39,933,11
39511,54,830,23
39512,30,728,26
39513,27,623,30
39514,26,937,20
39515,11,425,15
39516,26,804,2
39517,23,872,21
39518,40,604,5
39519,18,781,26
39520,12,168,29
39521,23,102,15
39522,24,571,6
39523,54,116,12
39524,44,909,21
39525,36,956,17
39526,24,316,27
39527,23,600,18
39528,2,549,16
39529,58,428,20
39530,49,187,4
39531,39,517,26
39532,47,364,18
39533,44,463,20
39534,33,413,1
39535,49,898,25
39536,18,897,19
39537,56,592,20
39538,42,208,6
39539,7,203,8
39540,56,425,22
39541,32,749,23
39542,5,657,14
39543,15,672,27
39544,12,514,20
39545,28,644,24
39546,48,926,13
39547,25,740,6
39548,40,208,26
39549,7,689,22
39550,44,804,20
39551,34,637,29
39552,28,124,25
39553,57,667,27
39554,47,692,25
39555,52,336,1
39556,5,817,1
39557,29,631,27
39558,16,967,13
39559,18,413,3
39560,35,505,5
39561,41,103,23
39562,53,793,1
39563,51,265,9
39564,39,778,11
39565,15,737,5
39566,22,548,12
39567,45,641,24
39568,41,651,24
39569,38,699,17
39570,6,813,8
39571,52,589,24
39572,42,297,26
39573,10,574,15
39574,30,157,6
39575,28,435,22
39576,40,112,17
39577,31,613,6
39578,37,637,21
39579,18,569,26
39580,18,751,30
39581,17,882,23
39582,13,265,1
39583,7,570,13
39584,22,387,12
39585,25,983,22
39586,5,252,5
39587,25,631,16
39588,31,273,16
39589,2,141,1
39590,54,658,15
39591,52,288,21
39592,57,887,8
39593,19,551,29
39594,44,969,11
39595,11,638,14
39596,42,594,24
39597,35,331,28
39598,34,149,6
39599,52,951,26
39600,10,534,24
39601,44,576,27
39602,2,321,7
39603,12,658,2
39604,28,365,26
39605,34,851,14
39606,5,742,21
39607,37,896,20
39608,57,707,1
39609,14,891,23
39610,24,227,18
39611,24,221,11
39612,4,580,22
39613,30,152,20
39614,38,684,18
39615,20,780,3
39616,10,688,4
39617,5,480,29
39618,50,443,13
39619,5,319,14
39620,19,257,13
39621,50,928,1
39622,43,818,22
39623,55,972,17
39624,31,458,8
39625,4,219,18
39626,43,245,27
39627,21,154,22
39628,56,356,25
39629,42,445,28
39630,22,694,30
39631,35,851,23
39632,32,286,16
39633,4,273,28
39634,20,177,20
39635,37,704,30
39636,13,583,22
39637,45,246,2
39638,7,759,26
39639,31,783,14
39640,25,218,1
39641,29,250,9
39642,49,653,24
39643,34,201,24
39644,52,860,23
39645,38,553,9
39646,20,563,8
39647,27,852,8
39648,9,400,24
39649,19,548,4
39650,30,308,12
39651,25,479,3
39652,43,374,25
39653,15,196,3
39654,8,287,8
39655,43,299,29
39656,3,374,17
39657,17,627,2
39658,11,719,10
39659,9,346,30
39660,6,227,13
39661,48,320,13
39662,43,165,18
39663,37,585,28
39664,32,330,3
39665,27,222,12
39666,56,988,7
39667,47,748,22
39668,15,133,17
39669,41,401,21
39670,43,325,27
39671,9,547,26
39672,26,810,10
39673,20,398,2
39674,15,789,6
39675,40,675,15
39676,55,284,13
39677,8,349,4
39678,19,454,2
39679,53,861,6
39680,9,999,27
39681,24,668,5
39682,59,599,25
39683,24,704,8
39684,60,437,3
39685,3,923,19
39686,35,642,24
39687,17,615,3
39688,12,777,28
39689,7,200,30
39690,5,430,5
39691,45,888,27
39692,43,425,21
39693,22,159,22
39694,27,672,19
39695,50,662,21
39696,21,864,28
39697,39,295,5
39698,56,906,17
39699,57,770,23
39700,13,101,18
39701,52,527,26
39702,55,263,18
39703,4,226,2
39704,51,114,8
39705,29,784,17
39706,18,998,4
39707,52,196,6
39708,23,117,8
39709,21,293,23
39710,44,807,22
39711,21,292,23
39712,39,564,28
39713,40,935,10
39714,55,499,13
39715,41,806,25
39716,39,192,15
39717,8,390,4
39718,54,147,7
39719,44,448,23
39720,23,619,9
39721,30,668,18
39722,56,290,25
39723,27,352,15
39724,46,236,27
39725,8,459,13
39726,12,241,19
39727,19,485,27
39728,24,662,29
39729,5,250,27
39730,52,554,25
39731,49,252,17
39732,30,894,6
39733,38,309,23
39734,58,372,22
39735,17,973,21
39736,51,139,1
39737,53,794,11
39738,31,425,15
39739,34,649,2
39740,2,738,8
39741,18,321,13
39742,46,448,1
39743,52,286,22
39744,55,348,8
39745,12,283,14
39746,11,329,24
39747,31,191,27
39748,16,108,3
39749,12,592,28
39750,14,404,9
39751,30,393,4
39752,21,435,6
39753,48,959,4
39754,43,906,28
39755,1,944,1
39756,5,444,8
39757,37,409,19
39758,48,370,27
39759,19,934,13
39760,50,753,6
39761,14,300,24
39762,11,694,2
39763,37,832,5
39764,24,891,27
39765,30,972,26
39766,55,424,26
39767,38,243,28
39768,18,939,11
39769,55,875,23
39770,45,607,11
39771,27,430,29
39772,6,492,17
39773,47,126,24
39774,45,911,7
39775,44,896,29
39776,30,431,9
39777,18,601,22
39778,31,810,9
39779,44,299,25
39780,38,551,30
39781,22,305,12
39782,50,909,14
39783,33,997,5
39784,25,618,8
39785,17,232,19
39786,35,517,10
39787,3,966,27
39788,23,344,3
39789,34,818,14
39790,34,818,4
39791,55,931,24
39792,25,864,3
39793,38,231,8
39794,49,289,7
39795,52,784,20
39796,10,410,15
39797,7,622,9
39798,8,576,9
39799,53,122,27
39800,45,316,30
39801,19,809,29
39802,54,255,15
39803,19,563,25
39804,27,740,14
39805,46,378,6
39806,30,648,23
39807,11,256,27
39808,39,851,6
39809,58,969,24
39810,11,249,1
39811,51,320,26
39812,8,955,21
39813,44,889,18
39814,32,400,28
39815,10,196,14
39816,28,359,6
39817,46,868,29
39818,31,855,10
39819,58,507,4
39820,39,362,25
39821,31,246,1
39822,39,183,6
39823,13,707,5
39824,22,218,10
39825,49,675,17
39826,9,942,13
39827,47,457,4
39828,10,362,3
39829,1,202,21
39830,48,546,13
39831,21,911,10
39832,22,934,14
39833,1,919,16
39834,30,365,17
39835,27,239,19
39836,47,265,22
39837,52,861,25
39838,24,624,17
39839,56,459,5
39840,44,298,15
39841,12,847,3
39842,9,240,3
39843,45,774,25
39844,21,599,6
39845,59,458,25
39846,20,197,10
39847,2,224,12
39848,60,513,14
39849,2,986,2
39850,57,693,3
39851,33,737,2
39852,58,971,19
39853,38,575,3
39854,8,676,12
39855,58,750,17
39856,16,348,18
39857,60,258,25
39858,35,506,5
39859,8,617,14
39860,37,157,6
39861,1,582,15
39862,6,596,4
39863,10,894,20
39864,41,610,27
39865,55,942,14
39866,28,757,25
39867,33,179,19
39868,30,788,17
39869,17,340,9
39870,32,302,3
39871,35,839,14
39872,6,747,27
39873,60,798,17
39874,30,585,19
39875,55,319,6
39876,56,732,23
39877,6,249,17
39878,51,365,3
39879,45,333,6
39880,15,132,10
39881,34,866,24
39882,18,358,29
39883,48,284,10
39884,56,396,16
39885,47,255,21
39886,20,145,3
39887,32,840,29
39888,9,694,17
39889,27,294,22
39890,15,877,18
39891,8,785,26
39892,34,913,5
39893,53,456,4
39894,37,209,3
39895,55,253,9
39896,47,600,14
39897,12,851,20
39898,53,618,1
39899,56,764,27
39900,16,126,17
39901,59,581,18
39902,52,995,22
39903,9,886,26
39904,54,674,29
39905,16,997,25
39906,15,383,1
39907,27,985,18
39908,44,504,11
39909,56,921,2
39910,4,176,2
39911,25,300,3
39912,9,222,26
39913,60,714,29
39914,52,719,11
39915,16,866,5
